dialogue_id,turn_id,speaker,text,emotion,emotion_id,strategy,strategy_id,split
20180825-093236_414_live,2,persuadee,yeah its been around a long time though . are you going to donate,,,,,train
20180825-093236_414_live,3,persuader,"yes, I am",surprised,11,self-modeling,9,train
20180825-093236_414_live,3,persuadee,ok thats good,,,,,train
20180825-093236_414_live,4,persuader,there are a lot of children in need around the world,caring,17,logical-appeal,3,train
20180825-093236_414_live,4,persuadee,yeah i know,,,,,train
20180825-093236_414_live,5,persuader,seems like more needs than ever these days,caring,17,logical-appeal,3,train
20180825-093236_414_live,5,persuadee,yeah thats true,,,,,train
20180825-093236_414_live,6,persuader,"hard for one organization to keep up, probably",disappointed,16,logical-appeal,3,train
20180825-093236_414_live,6,persuadee,yeah i thin soo,,,,,train
20180825-093236_414_live,7,persuader,but glad there are people working hard to make a difference,grateful,8,no_strategy,0,train
20180825-093236_414_live,7,persuadee,yeah i know,,,,,train
20180825-093236_414_live,8,persuader,so you are good to make a contribution then?,sentimental,0,no_strategy,0,train
20180825-093236_414_live,8,persuadee,yeah i am,,,,,train
20180825-093236_414_live,9,persuader,"great, thanks a bunch",grateful,8,no_strategy,0,train
20180825-093236_414_live,9,persuadee,yeah thank you,,,,,train
20180825-100043_534_live,0,persuader,Helli,caring,17,no_strategy,0,train
20180825-100043_534_live,0,persuadee,Hello,,,,,train
20180825-100043_534_live,1,persuader,Will you donate a portion of your wages to save thw childern,hopeful,20,no_strategy,0,train
20180825-100043_534_live,1,persuadee,I would be willing to donate a portion of my wages,,,,,train
20180825-100043_534_live,2,persuader,Great it will be taken straight from the payment,grateful,8,donation-information,6,train
20180825-100043_534_live,2,persuadee,I am thinking I only want to donate .10 ,,,,,train
20180825-100043_534_live,3,persuader,Thats fine ,content,21,no_strategy,0,train
20180825-100043_534_live,3,persuadee,What childrens charity is this?,,,,,train
20180825-100043_534_live,4,persuader,Save the children are you aware of what thwy do,caring,17,credibility-appeal,2,train
20180825-100043_534_live,4,persuadee,I am somewhat familiar with them,,,,,train
20180825-100043_534_live,5,persuader,"For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. ",sad,6,emotion-appeal,8,train
20180825-100043_534_live,5,persuadee,That is so heartbreaking. Save the children sounds like a wonderful charity to donate to,,,,,train
20180825-100043_534_live,6,persuader,Yes its wonderful they help displaced kids,grateful,8,credibility-appeal,2,train
20180825-100043_534_live,6,persuadee,Do they find family's for the children or are they running a orphanage?,,,,,train
20180825-100043_534_live,7,persuader,"Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc. ",caring,17,credibility-appeal,2,train
20180825-100043_534_live,7,persuadee,It's so important that there is a organization looking out for children. I only hope that the money goes directly to children programs instead of being eaten up by overhead costs,,,,,train
20180825-100043_534_live,8,persuader,Yes more than likely it will,confident,15,credibility-appeal,2,train
20180825-100043_534_live,8,persuadee,So you dont actually know how they use the koney?,,,,,train
20180825-100043_534_live,9,persuader,Yes it goes straighr to the save the children,trusting,3,credibility-appeal,2,train
20180825-100043_534_live,9,persuadee,money? Am so glad to hear that,,,,,train
20180825-100043_534_live,10,persuader,Do how much are you donating,hopeful,20,no_strategy,0,train
20180825-102556_172_live,0,persuader,It would be really great if we gave some money to save the children ,caring,17,logical-appeal,3,train
20180825-102556_172_live,0,persuadee,Can you tell me more about what they do?,,,,,train
20180825-102556_172_live,1,persuader,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",confident,15,credibility-appeal,2,train
20180825-102556_172_live,1,persuadee,Sounds like they accomplish great things.  Are you thinking of a one time donation?,,,,,train
20180825-102556_172_live,2,persuader,yes it would be a one time donation that will be taken from the payment from the task. You can decide to give part of the payment to save the children and keep part for yourself.,trusting,3,donation-information,6,train
20180825-102556_172_live,2,persuadee,"I see, so I am thinking of donating half.  What are your thoughts?",,,,,train
20180825-102556_172_live,3,persuader,I think half is a good idea I will do the same thing,trusting,3,self-modeling,9,train
20180825-102556_172_live,3,persuadee,I think it is important to do all we can to help children.  Are we being selfish by keeping half?,,,,,train
20180825-102556_172_live,4,persuader,maybe there are children who may die without this money,caring,17,emotion-appeal,8,train
20180825-102556_172_live,4,persuadee,That's true.  I still haven't decided for sure though.  Sometimes I question the actual impact of money donated to charities.,,,,,train
20180825-102556_172_live,5,persuader,? At least you know some of this money will go to save lives,sentimental,0,logical-appeal,3,train
20180825-102556_172_live,5,persuadee,I guess so.  Have you donated to Save the Children before?,,,,,train
20180825-102556_172_live,6,persuader,no and i regret that i've been so selfish ,guilty,14,no_strategy,0,train
20180825-102556_172_live,6,persuadee,"Well, don't feel bad.  We will donate today.  I propose we stick with our half plan.  What do you think?",,,,,train
20180825-102556_172_live,7,persuader,yes i like that plan ,confident,15,no_strategy,0,train
20180825-102556_172_live,7,persuadee,"OK, so that will be one dollar each, right?",,,,,train
20180825-102556_172_live,8,persuader,yes it would be a dollar from each of us,hopeful,20,no_strategy,0,train
20180825-102556_172_live,8,persuadee,OK sounds good.  You sure?,,,,,train
20180825-102556_172_live,9,persuader,yes i am sure.we have a moral responsibility to help,confident,15,no_strategy,0,train
20180825-102556_172_live,9,persuadee,"Right, nice chatting with you.  I'm proud of us.",,,,,train
20180825-102556_172_live,10,persuader,I'm proud too.nice working with you.,proud,2,no_strategy,0,train
20180825-111850_152_live,0,persuader,Good afternoon. ,joyful,4,no_strategy,0,train
20180825-111850_152_live,0,persuadee,Hey there how is it going?,,,,,train
20180825-111850_152_live,1,persuader,It's going alright. I've just been reading about a charity called Save the Children. Have you heard of it?,caring,17,source-related-inquiry,5,train
20180825-111850_152_live,1,persuadee,I've heard a little bit about it but don't know too much.,,,,,train
20180825-111850_152_live,2,persuader,"From what I've read, it's a nonprofit that helps children in difficult situations around the world. I was reading about their aid work in Syria and how they've helped young girls in developing countries receive schooling.",impressed,22,credibility-appeal,2,train
20180825-111850_152_live,2,persuadee,Oh wow! That's incredible. I wasn't aware that they did all of that.,,,,,train
20180825-111850_152_live,3,persuader,"This morning, I was also reading about an ebola outbreak in the Congo (I think). I imagine they'll help there if they aren't stretched too thin. ",hopeful,20,credibility-appeal,2,train
20180825-111850_152_live,3,persuadee,So save the children is a worldwide organization it sounds like!,,,,,train
20180825-111850_152_live,4,persuader,"It is! Do you ever donate to organizations like this? My brother, sister, and I replaced birthday gifts with charity donations a few years ago. It saved on clutter and felt great to give to charities.",caring,17,personal-related-inquiry,4,train
20180825-111850_152_live,4,persuadee,"I've given to a few charities before, but never this one. I'm always so skeptical of charities to be honest.",,,,,train
20180825-111850_152_live,5,persuader,Same here. I remember reading about some questionable charities following hurricanes in Haiti and Puerto Rico. It's a bummer when that money gets siphoned off. I just looked up Save the Children on Charity Navigator and they give the org an 88.3 rating out of 100 including a 97 for transparency.,disappointed,16,no_strategy,0,train
20180825-111850_152_live,5,persuadee,Wow that's a really great rating! I think money that goes to kids is a super important cause.,,,,,train
20180825-111850_152_live,6,persuader,"I plan on giving my payment for this exercise to Save the Children based on my research. Would you like to donate to the charity as well? After we are done chatting, I think you can tell them the amount you want donated.",hopeful,20,self-modeling,9,train
20180825-111850_152_live,6,persuadee,"Hmm, I would like to, but I'm having some financial trouble at the moment. I'm not sure how much I'd be willing to donate.",,,,,train
20180825-111850_152_live,7,persuader,I think you can donate as little as one cent. Sorry to hear about your financial troubles! I've been in a similar boat recently.,caring,17,foot-in-the-door,7,train
20180825-111850_152_live,7,persuadee,Do you think that small of an amount would really help someone?,,,,,train
20180825-111850_152_live,8,persuader,"I like to think so, yes. I know that organizations always stress that every little bit counts. I'd like to think that even a few cents from a lot of people would be helpful. ",hopeful,20,logical-appeal,3,train
20180825-111850_152_live,8,persuadee,I think I'd be willing to donate about 25 cents,,,,,train
20180825-111850_152_live,9,persuader,Awesome! I'll match your donation. ,impressed,22,self-modeling,9,train
20180825-111850_152_live,9,persuadee,Oh that's great and makes me feel better! Thank you!,,,,,train
20180825-111850_152_live,10,persuader,I have to get going. It's been great chatting with you and I hope you enjoy your weekend.,sentimental,0,no_strategy,0,train
20180825-112434_860_live,0,persuader,Have you heard of the charity Save the Children?,caring,17,source-related-inquiry,5,train
20180825-112434_860_live,0,persuadee,"No, I don't believe I have. What are their goals?",,,,,train
20180825-112434_860_live,1,persuader,"They give children a healthy start in life, the opportunity to learn and protection from harm. When crisis strikes, they are always among the first to respond and the last to leave. They do whatever it takes to save children, transforming their lives and the future we all share.",caring,17,credibility-appeal,2,train
20180825-112434_860_live,1,persuadee,That sounds like an amazing charity. That is something I could really get behind.,,,,,train
20180825-112434_860_live,2,persuader,It's a great charity that has helped more than 155 million children in 120 countries. Do you ever donate to charity?,caring,17,credibility-appeal,2,train
20180825-112434_860_live,2,persuadee,"Yeah, I donate here and there. If I'm in the right place at the right time or am given an opportunity.",,,,,train
20180825-112434_860_live,3,persuader,Save the Children is a wonderful charity to donate to. 86% of money raised goes directly to the children. Would you be interested in donating to Save the Children?,confident,15,credibility-appeal,2,train
20180825-112434_860_live,3,persuadee,Where does the other percentage of donations go? I would possibly be interested!,,,,,train
20180825-112434_860_live,4,persuader,9% goes to fundraising and 5% goes to management and general expenses. Please ask any questions you may have. I want you to feel comfortable knowing your donation is really going to help children.,trusting,3,credibility-appeal,2,train
20180825-112434_860_live,4,persuadee,"What areas of the world do they cover? Is it an international charity, or exclusive to the US or another country?",,,,,train
20180825-112434_860_live,5,persuader,"The charity helps children in the US and worldwide. Africa, Asia, and the US are the top regions receiving aid from Save the Children. Your donation goes a long way too!",caring,17,logical-appeal,3,train
20180825-112434_860_live,5,persuadee,What is the average donation amount that most donors contribute at one time?,,,,,train
20180825-112434_860_live,6,persuader,"I don't have that information at hand, but even .30 cents goes a long way! Would you be willing to donate your earnings from this HIT to help children eat and go to school?",caring,17,foot-in-the-door,7,train
20180825-112434_860_live,6,persuadee,I would be willing to at least donate a portion of my earnings to help this charity.,,,,,train
20180825-112434_860_live,7,persuader,"That's wonderful, thank you! You know 30 cents may not seem like a lot to you, but to a child who is hungry and sick, it can mean the difference between life and death. Are you sure you wouldn't want to help a child by donating the full amount?",grateful,8,no_strategy,0,train
20180825-112434_860_live,7,persuadee,I could do that. 30 cents for the children is okay with me!,,,,,train
20180825-112434_860_live,8,persuader,"Thank you! Your donation is going to help a child eat, receive an education, and have access to life-saving medicine. Who knew 30 cents could do so much!? Do you have any other questions?",grateful,8,logical-appeal,3,train
20180825-112434_860_live,8,persuadee,I don't think so. Thank you for taking the time to introduce me to this charity! Do I need to do anything else to make sure I get the money donated?,,,,,train
20180825-112434_860_live,9,persuader,"Nope, it will all be handled on my end. On behalf of children worldwide, thank you for your kindness. 155 million children benefited last year, with your help we'll reach even more!",grateful,8,no_strategy,0,train
20180825-112434_860_live,9,persuadee,Thank you! ,,,,,train
20180825-112615_516_live,0,persuader,Hi. Are you familiar with Save the Children?,caring,17,source-related-inquiry,5,train
20180825-112615_516_live,0,persuadee,Hello. I am not familiar with Save the Children,,,,,train
20180825-112615_516_live,1,persuader,"It is worldwide and helps to feed, shelter and educate underprivileged kids around the world.",caring,17,credibility-appeal,2,train
20180825-112615_516_live,1,persuadee,I think that is a very good charity that appears to be doing good work. Do you currently volunteer with this charity?,,,,,train
20180825-112615_516_live,2,persuader,I do. I help collect donations so the optimum number of children can be helped. Will you consider a donation?,hopeful,20,no_strategy,0,train
20180825-112615_516_live,2,persuadee,I like to support organizations that are Christian based and help further the spread of the Gospel to all of God's children. Is this organization Christian or religious based?,,,,,train
20180825-112615_516_live,3,persuader,It is in terms of values. The majority of funds go directly to the basic care needs of children. Many have a better opportunity at life because they are nourished. What more can we do for the least of these?,caring,17,no_strategy,0,train
20180825-112615_516_live,3,persuadee,How does the organization go about determining who and where to support?,,,,,train
20180825-112615_516_live,4,persuader,It is based entirely on need which is mostly in third world countries. Will you consider donating your task payment to further God's children worldwide? There is no greater service than to help.,trusting,3,logical-appeal,3,train
20180825-112615_516_live,4,persuadee,Maybe. In which countries do they serve?,,,,,train
20180825-112615_516_live,5,persuader,They serve all African countries and all continents except Antartica. Gods love knows no boundaries. Please donate your fee to this important charity or at least part of it. You will be blessed. I just know it!,caring,17,no_strategy,0,train
20180825-112615_516_live,5,persuadee,How many children do you estimate are benefited?,,,,,train
20180825-112615_516_live,6,persuader,Each year hundreds of thousands of little ones are benefited. My estimation of those benefited by your donation is 3 children for one year.,grateful,8,no_strategy,0,train
20180825-112615_516_live,6,persuadee,Is this organization a 501(c)(3)?,,,,,train
20180825-112615_516_live,7,persuader,Yes it is. What amount of your task fee would you like to donate today?,hopeful,20,no_strategy,0,train
20180825-112615_516_live,7,persuadee,I would like some more information before deciding to donate. Where is this organization based?,,,,,train
20180825-112615_516_live,8,persuader,"They are in Fairfield, CT. You can find more information at  URL  The children need your help. Please say yes to their most basic needs. ",hopeful,20,logical-appeal,3,train
20180825-112615_516_live,8,persuadee,how many employees are there?,,,,,train
20180825-112615_516_live,9,persuader,Save the Children employs 1500 people worldwide. That is how much our help is needed. How much would you like to donate and be part of the solution to help our little brothers and sisters in Christ?,caring,17,credibility-appeal,2,train
20180825-112615_516_live,9,persuadee,What is the total revenue?,,,,,train
20180825-112615_516_live,10,persuader,Is there anything else you would like to know as you generously commit your fee?,trusting,3,task-related-inquiry,1,train
20180825-125810_869_live,0,persuader,Hey!I Was wondering if you would be interested in donating To a charity called Save the children?,hopeful,20,no_strategy,0,train
20180825-125810_869_live,0,persuadee,Could you please tell me more about this charity?,,,,,train
20180825-125810_869_live,1,persuader,"Save the Children is an international Non- governmental orginaztion that promotes children's rights, provides relied and helps support children in developing country.",confident,15,credibility-appeal,2,train
20180825-125810_869_live,1,persuadee,What exactly does the money do for them?,,,,,train
20180825-125810_869_live,2,persuader,"The Money you donate will help provide children help during times of natural  disasters, as well as help to further their education. Save the children also provides options for mental health help.  ",caring,17,credibility-appeal,2,train
20180825-125810_869_live,2,persuadee,Do you donate to a specific child?,,,,,train
20180825-125810_869_live,3,persuader,"We do Offer programs where you You can choose to sponsor a child in the US, or sponsor a child from around the world!",hopeful,20,credibility-appeal,2,train
20180825-125810_869_live,3,persuadee,Oh that's great! That was going to be my next question about if this charity helps kids in the US. Is there a minimum amount you need to donate?,,,,,train
20180825-125810_869_live,4,persuader,There is not a minimum amount! you can donate what ever you would like! Remember every penny Donated is another step towards bettering a child's future,hopeful,20,donation-information,6,train
20180825-125810_869_live,4,persuadee,When was this charity started? ,,,,,train
20180825-125810_869_live,5,persuader,"Save the children has been round for almost 100 years! save the children was founded on april 15,1919",proud,2,credibility-appeal,2,train
20180825-125810_869_live,5,persuadee,Perfect thank you for the information.Is there a website where I can check it out and donate?,,,,,train
20180825-125810_869_live,6,persuader,The research team will collect all donations and then it to Save the children today!,trusting,3,donation-information,6,train
20180825-125810_869_live,6,persuadee,Ok I will be willing to donate $100. Do I get a receipt?,,,,,train
20180825-125810_869_live,7,persuader,The research team should send you an email after your donation is sent!,trusting,3,donation-information,6,train
20180825-125810_869_live,7,persuadee,So do I provide my email to you? How does this work? ,,,,,train
20180825-125810_869_live,8,persuader,"Your Donation will be directly Deducted from your task payment. You should be able to choose any amount on your side, and when the task is over you should recive and email from the research team!",trusting,3,donation-information,6,train
20180825-125810_869_live,8,persuadee,Do you know if this is tax deductible?,,,,,train
20180825-125810_869_live,9,persuader,I'm not completely sure about that.,apprehensive,18,no_strategy,0,train
20180825-125810_869_live,9,persuadee,OK no problem I will find out. Thank for answering my questions. I will be sure to donate. ,,,,,train
20180825-143255_249_live,0,persuader,Hi have your head of the children saves?,hopeful,20,source-related-inquiry,5,train
20180825-143255_249_live,0,persuadee,"No, I have not. Please tell me about it",,,,,train
20180825-143255_249_live,1,persuader,"It is an organization that promotes children rights, provides help and support in developing countries.",confident,15,credibility-appeal,2,train
20180825-143255_249_live,1,persuadee,What countries are helped through this organization? ,,,,,train
20180825-143255_249_live,2,persuader,Countries all over the world for example Africa. Children need our help to be healthy and taken care of and a dontation on your part would put is one step forward in completing this goal!,hopeful,20,credibility-appeal,2,train
20180825-143255_249_live,2,persuadee,Approximately how many children per year receive help?,,,,,train
20180825-143255_249_live,3,persuader,"Millions. Millions. Just $1.00 could help tramendously. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. If we had more help by people like you. These things could be avoided.",hopeful,20,emotion-appeal,8,train
20180825-143255_249_live,3,persuadee,Are there different tiers of donations? ,,,,,train
20180825-143255_249_live,4,persuader,"All of the dontations go toward one cause. Some people donate 100$ and some only donate $1.00. I'm asking you, instead of buying that purse or clothing item, spend it on helping children in need.",caring,17,no_strategy,0,train
20180825-143255_249_live,4,persuadee,How do I donate?,,,,,train
20180825-143255_249_live,5,persuader,"The research team will collect all the donations, you just have to say how much you want to donate",hopeful,20,donation-information,6,train
20180825-143255_249_live,5,persuadee,How am I charged for donations?,,,,,train
20180825-143255_249_live,6,persuader,The amount of the donation will be taken out of your task payment,confident,15,donation-information,6,train
20180825-143255_249_live,6,persuadee,I see  thank you for your information. ,,,,,train
20180825-143255_249_live,7,persuader,Your welcome! Thank you,grateful,8,no_strategy,0,train
20180825-143255_249_live,7,persuadee,I will donate 10 cents.,,,,,train
20180825-143255_249_live,8,persuader,Thank you. Our team will collect that and you will be helping children in need.,grateful,8,no_strategy,0,train
20180825-143255_249_live,8,persuadee,Thank you for your time ,,,,,train
20180825-143255_249_live,9,persuader,No problem thank you,grateful,8,no_strategy,0,train
20180825-143255_249_live,9,persuadee,Have a good evening,,,,,train
20180825-210735_192_live,0,persuader,"Hello, would you like to donate to our charity called Save the Children? Millions of syrian children have grown up facing daily threats of violence this will be a step towards saving children world wide!",caring,17,emotion-appeal,8,train
20180825-210735_192_live,0,persuadee,"Yes, I am interested in donating. What specific causes the charity donate to? ",,,,,train
20180825-210735_192_live,1,persuader,"They donate to ensuring children's rights to health, education, safety, etc. Convince your partner their donation will make a tangible impact for the world",trusting,3,no_strategy,0,train
20180825-210735_192_live,1,persuadee,Are there different tiers for donations available? ,,,,,train
20180825-210735_192_live,2,persuader,You could find that out here at this website.  URL do you have an idea of how much you would like to donate?,hopeful,20,no_strategy,0,train
20180825-210735_192_live,2,persuadee,Can I donate $30 a month? ,,,,,train
20180825-210735_192_live,3,persuader,Sure thing! You would like to donate a dollar a day?,hopeful,20,no_strategy,0,train
20180825-210735_192_live,3,persuadee,"Yes, I am okay with that. How do I sign up? ",,,,,train
20180825-210735_192_live,4,persuader,You just tell me how much do you like to donate to the charity now? Then I'll go to the website and set everything up. I'll have the research team collect the donate and send it to Save the Children.,confident,15,donation-information,6,train
20180825-210735_192_live,4,persuadee,I would like to donate $10 right now.,,,,,train
20180825-210735_192_live,5,persuader,The children are going to really appreciate this!,proud,2,no_strategy,0,train
20180825-210735_192_live,5,persuadee,I'm glad and happy to help! ,,,,,train
20180825-210735_192_live,6,persuader,I'm going to tell you some information while i get the paper work ready about the charity if that's okay with you,trusting,3,no_strategy,0,train
20180825-210735_192_live,6,persuadee,"Sounds good, please feel free to share!",,,,,train
20180825-210735_192_live,7,persuader,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",caring,17,credibility-appeal,2,train
20180825-210735_192_live,7,persuadee,"That's awesome, what other countries does it support besides Syria? ",,,,,train
20180825-210735_192_live,8,persuader,This charity also support children in the United States as well as Rohingya. I have some of the paper work together ho much did you want to donate right now again?,prepared,9,no_strategy,0,train
20180825-210735_192_live,8,persuadee,I am good with donating $10 right now.,,,,,train
20180825-210735_192_live,9,persuader,Okay got it! ,confident,15,no_strategy,0,train
20180825-210735_192_live,9,persuadee,Is there any follow up information you will be able to share once the donation is complete? Like a newsletter?,,,,,train
20180828-144300_705_live,0,persuader,You should donate to Save the Children.,caring,17,no_strategy,0,train
20180828-144300_705_live,0,persuadee,I would like to donate $0,,,,,train
20180828-144300_705_live,1,persuader,I suggest you donate something because they help to save many lives. ,caring,17,logical-appeal,3,train
20180828-144300_705_live,1,persuadee,I am not interested in saving lives. I would like to donate $0,,,,,train
20180828-144300_705_live,2,persuader,Can I ask why?,surprised,11,personal-related-inquiry,4,train
20180828-144300_705_live,2,persuadee,I would prefer more money for myself.,,,,,train
20180828-144300_705_live,3,persuader,do you hope others donate?,hopeful,20,task-related-inquiry,1,train
20180828-144300_705_live,3,persuadee,I do not care one way or the other.,,,,,train
20180828-144300_705_live,4,persuader,"By donating, you are ensuring children's rights to health and safety and education",caring,17,logical-appeal,3,train
20180828-144300_705_live,4,persuadee,"I understand, I am simply not interested in donating today.",,,,,train
20180828-144300_705_live,5,persuader,Your donation will do a lot to help kids,grateful,8,logical-appeal,3,train
20180828-144300_705_live,5,persuadee,I have to help myself before I help others.,,,,,train
20180828-144300_705_live,6,persuader,You are helping yourself first by donating. People who donate receive back a lot more than they give,caring,17,logical-appeal,3,train
20180828-144300_705_live,6,persuadee,That is a good point. I have heard of that principle before. However how do I know I can trust this charity?,,,,,train
20180828-144300_705_live,7,persuader,"They are not regulated by the government and they are international, not local",trusting,3,credibility-appeal,2,train
20180828-144300_705_live,7,persuadee,I think I will stick to my original decision of donating $0.,,,,,train
20180828-144300_705_live,8,persuader,A simple internet search will show you what they have done. They need your donation,trusting,3,credibility-appeal,2,train
20180828-144300_705_live,8,persuadee,Maybe I can donate sometime in the future. ,,,,,train
20180828-144300_705_live,9,persuader,"Okay, thank you for your time then",grateful,8,no_strategy,0,train
20180828-144300_705_live,9,persuadee,"Okay thank you, I will stick to my original decision of donating $0.",,,,,train
20180828-144936_260_live,0,persuader,Hi! How're you?,joyful,4,no_strategy,0,train
20180828-144936_260_live,0,persuadee,"I am doing well, how are you?",,,,,train
20180828-144936_260_live,1,persuader,"I honestly can't complain too much, not too much going on",content,21,no_strategy,0,train
20180828-144936_260_live,1,persuadee,Are you excited for Labor Day coming up?,,,,,train
20180828-144936_260_live,2,persuader,"Oh yes, I can't wait for a day off you?",prepared,9,no_strategy,0,train
20180828-144936_260_live,2,persuadee,"Yeah it should be good, my boss just told me she's giving us Friday off too so it's a nice 4 day weekend.",,,,,train
20180828-144936_260_live,3,persuader,"That's perfect, quick question, have you heard of the charity Save the Children?",caring,17,source-related-inquiry,5,train
20180828-144936_260_live,3,persuadee,No I've never heard of it before,,,,,train
20180828-144936_260_live,4,persuader,"Basically it's a charity that is helping impoverished children across the world, but especially recently in Myanmar receive adequate shelter and supplies ",caring,17,credibility-appeal,2,train
20180828-144936_260_live,4,persuadee,What kind of supplies?,,,,,train
20180828-144936_260_live,5,persuader,"Hygiene supplies such as toothbrushes, sanitary pads, bandages, soap, diapers as well as emergency shelter tents ",caring,17,no_strategy,0,train
20180828-144936_260_live,5,persuadee,"Oh, well that's nice",,,,,train
20180828-144936_260_live,6,persuader,"Yes, they also purchase farm animals for the families so that they may begin to rebuild. In addition 86% of all of their funding is actually being spent on supplies for these individuals which is astounding",impressed,22,credibility-appeal,2,train
20180828-144936_260_live,6,persuadee,"That's unique, I don't know if I've ever heard of a charity that gave families their own animals",,,,,train
20180828-144936_260_live,7,persuader,"Yeah, it surprised me too, I never really thought about how much some families really need farm animals before for food, labor and transportation",surprised,11,no_strategy,0,train
20180828-144936_260_live,7,persuadee,"People don't really think much about the value of farm animals in general, I think",,,,,train
20180828-144936_260_live,8,persuader,I think that's true. Would you possibly like to donate some of your task earnings to Save the Children today?,hopeful,20,no_strategy,0,train
20180828-144936_260_live,8,persuadee,"No, I don't think so.",,,,,train
20180828-144936_260_live,9,persuader,"Okay, well if you decide you would like to donate any of your earnings from this task, you can choose any amount from $0 all the way to $2. The research team will collect all the donations and send it to Save the Children",hopeful,20,donation-information,6,train
20180828-144936_260_live,9,persuadee,"Well thank you for letting me know, but I'm going to stick with $0 for today.",,,,,train
20180828-144936_260_live,10,persuader,"Okay, thank you for your time",grateful,8,no_strategy,0,train
20180828-145342_771_live,0,persuader,Hello! How are you today?,caring,17,no_strategy,0,train
20180828-145342_771_live,0,persuadee,I am well thank you and you?,,,,,train
20180828-145342_771_live,1,persuader,"I am doing well, thank you for asking! It is a lovely day.",proud,2,no_strategy,0,train
20180828-145342_771_live,1,persuadee,"I have to agree, weather here is perfect.",,,,,train
20180828-145342_771_live,2,persuader,You know what else it is a lovely day for? Donating to charity! You can choose any of your $2 bonus to Save the Children. The research team will collect all donations and send them. Would you be willing to donate a portion of your bonus?,hopeful,20,donation-information,6,train
20180828-145342_771_live,2,persuadee,"Can you tell me, is Save the Children a charity that gives to children here in the USA?",,,,,train
20180828-145342_771_live,3,persuader,"Save the Children is a professional organization that gives to children all over the world. Children in the USA need to be saved, but children overseas also need assistance! ",caring,17,credibility-appeal,2,train
20180828-145342_771_live,3,persuadee,Yes they do but I am very concerned that we are not giving enough to charities here in the USA.  I will give but I will only give 5%,,,,,train
20180828-145342_771_live,4,persuader,Well that is very kind of you! ,grateful,8,no_strategy,0,train
20180828-145342_771_live,4,persuadee,I am not sure where I go to donate,,,,,train
20180828-145342_771_live,5,persuader,"If you choose to donate 5%, that is $.01. I think it is collected from our conversation. Is that correct? You would like to donate $.01? ",apprehensive,18,donation-information,6,train
20180828-145342_771_live,5,persuadee,I will donate .10    ten cents,,,,,train
20180828-145342_771_live,6,persuader,I am sure the children will be very appreciative. ,confident,15,no_strategy,0,train
20180828-145342_771_live,6,persuadee,Do you see where I am coming from though about needing to direct people to US based charities for our own homeless?,,,,,train
20180828-145342_771_live,7,persuader,"Absolutely. I agree completely. I think there are a lot of people out there who need help, in so many different ways. Children, adults, and elderly.",caring,17,no_strategy,0,train
20180828-145342_771_live,7,persuadee,Veterans too.  It is so sad to drive down to the city and see so many homeless.  I have been reading on the news about my hometown and how the homeless are camped on the town common,,,,,train
20180828-145342_771_live,8,persuader,That is very sad. I wish I could do more to help homeless people and veterans myself. It is hard to see people living in such sad conditions in this country that is supposed to be the land of opportunity. ,sad,6,no_strategy,0,train
20180828-145342_771_live,8,persuadee,I totally agree.  I am just so upset daily about the division that has happened over the last 20 years,,,,,train
20180828-145342_771_live,9,persuader,"I hope that things improve. I am curious to see what the next 20 years hold. I hope rather than getting worse, things do start to improve. And I think it starts with selfless people like yourself.",hopeful,20,no_strategy,0,train
20180828-145342_771_live,9,persuadee,I hope so too.   Thank you for your time and I hope you have a great evening,,,,,train
20180828-145428_366_live,0,persuader,"Do you want to donate any of your earnings to ""Save the Children""?",hopeful,20,no_strategy,0,train
20180828-145428_366_live,0,persuadee,not particularly,,,,,train
20180828-145428_366_live,1,persuader,"I wouldn't either if I were you, quite honestly.  I think there are much better charities for children, such as Compassion International.",confident,15,no_strategy,0,train
20180828-145428_366_live,1,persuadee,never heard of that one,,,,,train
20180828-145428_366_live,2,persuader,"It is a great charity, which I support personally on a monthly basis.  I sponsor two children through them.  Their overhead is very low compared to Save the Children.",caring,17,self-modeling,9,train
20180828-145428_366_live,2,persuadee,That sounds great.  I donate to the Humane Society.  Someone's gotta stick up for the animals. ,,,,,train
20180828-145428_366_live,3,persuader,"Yes, that sounds good.  Certainly a lot of them need homes.",impressed,22,no_strategy,0,train
20180828-145428_366_live,3,persuadee,I wonder how many people choose to donate here in this HIT,,,,,train
20180828-145428_366_live,4,persuader,"I don't do it very often.  They are either charities I've never heard of, or don't trust.",trusting,3,no_strategy,0,train
20180828-145428_366_live,4,persuadee,"Yeah, so I'm not going to for this (officially)",,,,,train
20180828-145428_366_live,5,persuader,Ok.  Good choice.  How long do we have to talk until we advance to the next step?,content,21,no_strategy,0,train
20180828-145428_366_live,5,persuadee,"It says 10 chat turns each, so I guess we got a couple more things to say",,,,,train
20180828-145428_366_live,6,persuader,"Ok.  Well, good luck with your charitable giving.",hopeful,20,no_strategy,0,train
20180828-145428_366_live,6,persuadee,"Yeah, maybe when I have more of my own to spare I'll donate more in the future",,,,,train
